Abk,Name
CSX.HM,Credit Suisse Group AG
CTM.HM,China Mobile Ltd
CTO.HM,Costco Wholesale Corp
CVLC.HM,Vale SA
CVV.HM,China Coal Energy Co Ltd
CWC.HM,CEWE Stiftung & Co KGaA
DAM.HM,Data Modul AG
DAR.HM,Datron AG
DCO.HM,Deere & Co
DEX.HM,Delticom AG
DLX.HM,Delignit AG
DTE.HM,Deutsche Telekom AG
EAD.HM,Erlebnis Akademie AG
EBS.HM,Elbstein AG
ECX.HM,Epigenomics AG
EMR.HM,Emerson Electric Co
ENR.HM,Siemens Energy AG
EOT.HM,DISH Network Corp
ETG.HM,EnviTec Biogas AG
EVT.HM,Evotec SE
FAS.HM,Fastenal Co
FDD.HM,Pilkington Deutschland AG
FDX.HM,FedEx Corp
FMK.HM,Ecograf Ltd
FMNB.HM,Leonardo SpA
FPE.HM,Fuchs Petrolub SE
FRA.HM,Fraport AG
FTK.HM,Flatex AG
FVI.HM,Fair Value REIT-AG
FXI.HM,Flex Ltd
GANX.HM,Amundi Index Solutions - Amundi Index MSCI EMU
GBF.HM,Bilfinger SE
GDX.HM,General Dynamics Corp
GIB.HM,GSW Immobilien AG
GIL.HM,DMG Mori Aktiengesellschaft
GIS.HM,Gilead Sciences Inc
GLW.HM,Corning Inc
GME.HM,Geratherm Medical AG
GMM.HM,Grammer AG
GRU.HM,Geely Automobile Holdings Ltd
GUG.HM,Guangdong Investment Ltd
GYC.HM,Grand City Properties SA
HAL.HM,Halliburton Co
HBM.HM,HORNBACH Baumarkt AG
HCG.HM,Hong Kong and China Gas Co Ltd
HEI.HM,HeidelbergCement AG
HSY.HM,The Hershey Co
HYW.HM,HYDROTEC Gesellschaft fuer Wassertechnik AG
IBM.HM,International Business Machines Corp
INP.HM,International Paper Co
JNJ.HM,Johnson & Johnson
JNP.HM,Juniper Networks Inc
KTF.HM,Mondelez International Inc
KTN.HM,Kontron AG
LEG.HM,LEG Immobilien SE
LEO.HM,Leoni AG
LIN.HM,Linde PLC
LLY.HM,Eli Lilly and Co
LTEC.HM,Logitech International SA
MBB.HM,MBB SE
MBG.HM,Mercedes-Benz Group AG
MCHA.HM,Michelin
MED.HM,MediClin AG
MGM.HM,Capricorn Metals Ltd
MLP.HM,MLP SE
MMM.HM,3M Co
MOB.HM,Monster Beverage Corp
MOH.HM,LVMH Moet Hennessy Louis Vuitton SE
MOR.HM,MorphoSys AG
MRK.HM,Merck KGaA
MTX.HM,MTU Aero Engines AG
MUB.HM,Muehlbauer Holding AG
MUX.HM,Mutares SE & Co KGaA
MWB.HM,MWB Wertpapierhandelsbank AG
MYD.HM,Myriad Genetics Inc
NAK.HM,NAK Stoffe AG
NEM.HM,Nemetschek SE
NEP.HM,SLOMAN NEPTUN Schiffahrts-Aktiengesellschaft
NESR.HM,Nestle SA
NKE.HM,Nike Inc
NMM.HM,Newmont Corp
NOVC.HM,Novo Nordisk A/S
NTG.HM,Nabaltec AG
NUVA.HM,Noratis AG
NXU.HM,Nexus AG
ORC.HM,Oracle Corp
PBB.HM,Deutsche Pfandbriefbank AG
PBY.HM,publity AG
PEO.HM,Exelon Corp
PEP.HM,PepsiCo Inc
PFE.HM,Pfizer Inc
PFV.HM,Pfeiffer Vacuum Technology AG
PRG.HM,Procter & Gamble Co
PRU.HM,Prudential PLC
PSM.HM,ProSiebenSat 1 Media SE
REW.HM,Renishaw PLC
RHM.HM,Rheinmetall AG
RHO.HM,Roche Holding AG
RJN.HM,Strike Energy Ltd
RTC.HM,Realtech AG
RWL.HM,Rockwell Automation Inc
SAB.HM,Sonic Healthcare Ltd
SAP.HM,SAP SE
SBH.HM,"Sangui Biotech International, Inc."
SBS.HM,Stratec SE
SCI.HM,SCI AG
SCL.HM,Schlumberger Ltd
SCM.HM,Schumag AG
SCY.HM,Stratasys Ltd
SEE.HM,Sears Holdings Corp
SFT.HM,SoftBank Group Corp
SGE.HM,Societe Generale SA
SII.HM,Wheaton Precious Metals Corp
SLD.HM,Seek Ltd
SLT.HM,Schaltbau Holding AG
SND.HM,Schneider Electric SE
SRT.HM,Sartorius AG
SSU.HM,Samsung Electronics Co Ltd
STM.HM,Stabilus SE
SYM.HM,NortonLifeLock Inc
SYT.HM,Softing AG
SYV.HM,3D Systems Corp
TBX.HM,Tick Trading Software Aktiengesellschaft
TGR.HM,Yum Brands Inc
TGT.HM,11 88 0 Solutions AG
TMV.HM,TeamViewer AG
TSI.HM,Tsingtao Brewery Co Ltd
TTC.HM,Transtec AG
TTI.HM,Tom Tailor Holding SE
TUR.HM,Turbon AG
UNH.HM,UnitedHealth Group Inc
UNP.HM,Union Pacific Corp
UUU.HM,3U Holding AG
VAC.HM,Vallourec SA
VBK.HM,VERBIO Vereinigte BioEnergie AG
VIA.HM,Viatris Inc
VQT.HM,va-Q-tec AG
VSL.HM,DigitalX Limited
VVX.HM,Palatium Real Estate AG
WDC.HM,Western Digital Corp
WDI.HM,Wirecard AG
WMB.HM,Williams Companies Inc
WMT.HM,Walmart Inc
WWR.HM,Woolworths Group Ltd
WYDE.HM,Vontobel Fund - Global Equity Income
YOU.HM,ABOUT YOU Holding SE
ZOM.HM,ZoomInfo Technologies Inc
ABEC.HA,Alphabet Inc
ABL.HA,Abbott Laboratories
ABR.HA,Barrick Gold Corp
ACR.HA,Accor SA
ADM.HA,Archer-Daniels Midland Co
ADP.HA,Automatic Data Processing Inc
ADV.HA,ADVA Optical Networking SE
AEO.HA,Atmos Energy Corp
AEP.HA,American Electric Power Co Inc
AFL.HA,Aflac Inc
AIR.HA,Airbus SE
ALD.HA,Honeywell International Inc
ALE.HA,Alps Alpine Co Ltd
ALG.HA,ALBIS Leasing AG
ALV.HA,Allianz SE
AMD.HA,Advanced Micro Devices Inc
AMG.HA,Amgen Inc
AOD.HA,Anglogold Ashanti Ltd
AOF.HA,ATOSS Software AG
AOR.HA,Solaria Energia y Medio Ambiente SA
APM.HA,ad pepper media International NV
ARL.HA,Aareal Bank AG
ASG.HA,Assicurazioni Generali
AUD.HA,Autodesk Inc
BAC.HA,Verizon Communications Inc
BBDC.HA,Bombardier Inc
BBY.HA,Bed Bath & Beyond Inc
BCO.HA,Boeing Co
BGR.HA,China High Speed Transmission Equipment Group Co Ltd
BGT.HA,Bridgestone Corp
BIO.HA,Biotest AG
BKN.HA,Bank of Nova Scotia
BLD.HA,British Land Co PLC
BNR.HA,Brenntag SE
BOF.HA,BOC Hong Kong Holdings Ltd
BON.HA,Boiron SA
BOSS.HA,Hugo Boss AG
BRYN.HA,Berkshire Hathaway Inc
BSL.HA,Basler AG
BST.HA,Bastei Luebbe AG
BUY.HA,Best Buy Co Inc
CAR.HA,Carrefour
CCAP.HA,Corestate Capital Holding SA
CDE.HA,City Developments Ltd
CDS.HA,Cadence Design Systems Inc
CDW.HA,CDW Corp
CHK.HA,China Resources Beer (Holdings) Co Ltd
CMC.HA,JPMorgan Chase & Co
COP.HA,CompuGroup Medical SE & Co KgaA
CPA.HA,Colgate-Palmolive Co
CSA.HA,Accenture PLC
CSX.HA,Credit Suisse Group AG
CTM.HA,China Mobile Ltd
CTO.HA,Costco Wholesale Corp
CVG.HA,CSPC Pharmaceutical Group Ltd
CVLC.HA,Vale SA
CVV.HA,China Coal Energy Co Ltd
CWC.HA,CEWE Stiftung & Co KGaA
CYB.HA,CyberArk Software Ltd
DAO.HA,Screen Holdings Co Ltd
DCO.HA,Deere & Co
DEN.HA,Dentsu Group Inc
DEX.HA,Delticom AG
DIP.HA,KDDI Corp
DNP.HA,Dai Nippon Printing Co Ltd
DOV.HA,Dover Corp
DPN.HA,DIC Corp
DTE.HA,Deutsche Telekom AG
EAI.HA,Groupe Bruxelles Lambert SA
EAR.HA,Ebara Corp
EDC.HA,Consolidated Edison Inc
EMR.HA,Emerson Electric Co
ENR.HA,Siemens Energy AG
EOT.HA,DISH Network Corp
EQR.HA,Equity Residential
ETG.HA,EnviTec Biogas AG
EVT.HA,Evotec SE
EXK.HA,Exact Sciences Corp
FAS.HA,Fastenal Co
FDX.HA,FedEx Corp
FLN.HA,Admiral Group PLC
FMNB.HA,Leonardo SpA
FPE.HA,Fuchs Petrolub SE
FRA.HA,Fraport AG
FTK.HA,Flatex AG
FXI.HA,Flex Ltd
GBF.HA,Bilfinger SE
GDX.HA,General Dynamics Corp
GIL.HA,DMG Mori Aktiengesellschaft
GIS.HA,Gilead Sciences Inc
GLO.HA,Global Payments Inc
GLW.HA,Corning Inc
GMM.HA,Grammer AG
GPT.HA,Genuine Parts Co
GRU.HA,Geely Automobile Holdings Ltd
GTN.HA,Getinge AB
GUG.HA,Guangdong Investment Ltd
GWW.HA,W.W. Grainger Inc
GYC.HA,Grand City Properties SA
HAL.HA,Halliburton Co
HAS.HA,Hasbro Inc
HCG.HA,Hong Kong and China Gas Co Ltd
HCM.HA,Hitachi Construction Machinery Co Ltd
HEI.HA,HeidelbergCement AG
HSY.HA,The Hershey Co
HYB.HA,Hoya Corp
IBM.HA,International Business Machines Corp
INP.HA,International Paper Co
JNJ.HA,Johnson & Johnson
JNP.HA,Juniper Networks Inc
KAP.HA,Kansai Paint Co Ltd
KEY.HA,KeyCorp
KTF.HA,Mondelez International Inc
KTN.HA,Kontron AG
LAB.HA,Laboratory Corp of America Holdings
LAW.HA,Lawson Inc
LEG.HA,LEG Immobilien SE
LEN.HA,Lenzing AG
LEO.HA,Leoni AG
LGI.HA,Legal & General Group PLC
LIN.HA,Linde PLC
LLY.HA,Eli Lilly and Co
MBG.HA,Mercedes-Benz Group AG
MCHA.HA,Michelin
MCX.HA,McCormick & Co Inc
MGA.HA,Magna International Inc
MLP.HA,MLP SE
MMM.HA,3M Co
MOB.HA,Monster Beverage Corp
MOH.HA,LVMH Moet Hennessy Louis Vuitton SE
MOR.HA,MorphoSys AG
MRK.HA,Merck KGaA
MSN.HA,Marsh & McLennan Companies Inc
MTA.HA,Wartsila Corp
MTX.HA,MTU Aero Engines AG
MYD.HA,Myriad Genetics Inc
NEM.HA,Nemetschek SE
NEN.HA,Renesas Electronics Corp
NESR.HA,Nestle SA
NIB.HA,Nidec Corp
NKE.HA,Nike Inc
NMM.HA,Newmont Corp
NOVC.HA,Novo Nordisk A/S
OCN.HA,Omnicom Group Inc
ORC.HA,Oracle Corp
OSK.HA,Japan Exchange Group Inc
PAR.HA,Parker Hannifin Corp
PBB.HA,Deutsche Pfandbriefbank AG
PEO.HA,Exelon Corp
PEP.HA,PepsiCo Inc
PFE.HA,Pfizer Inc
PFV.HA,Pfeiffer Vacuum Technology AG
PLL.HA,Prudential Financial Inc
PRG.HA,Procter & Gamble Co
PRU.HA,Prudential PLC
PSM.HA,ProSiebenSat 1 Media SE
REW.HA,Renishaw PLC
RHM.HA,Rheinmetall AG
RHO.HA,Roche Holding AG
RJF.HA,Raymond James Financial Inc
ROM.HA,Rohm Co Ltd
ROP.HA,Roper Technologies Inc
RPU.HA,Republic Services Inc
RWL.HA,Rockwell Automation Inc
SAP.HA,SAP SE
SBH.HA,Sangui Biotech International Inc
SBS.HA,Stratec SE
SCA.HA,Svenska Cellulosa AB
SCL.HA,Schlumberger Ltd
SCY.HA,Stratasys Ltd
SFE.HA,Synchrony Financial
SFT.HA,SoftBank Group Corp
SGE.HA,Societe Generale SA
SHG.HA,Sun Hung Kai Properties Ltd
SHM.HA,Shimano Inc
SII.HA,Wheaton Precious Metals Corp
SKT.HA,Storebrand ASA
SND.HA,Schneider Electric SE
SRT.HA,Sartorius AG
SSU.HA,Samsung Electronics Co Ltd
STM.HA,Stabilus SE
SUI.HA,Sekisui Chemical Co Ltd
SYK.HA,Stryker Corp
SYM.HA,NortonLifeLock Inc
SYV.HA,3D Systems Corp
TEX.HA,Castellum AB
TGR.HA,Yum Brands Inc
TLS.HA,Telia Company AB
TMV.HA,TeamViewer SE
TPX.HA,Toppan Inc
TSI.HA,Tsingtao Brewery Co Ltd
UGI.HA,Sugi Holdings Co Ltd
UNH.HA,UnitedHealth Group Inc
UNP.HA,Union Pacific Corp
USV.HA,USS Co Ltd
VBK.HA,VERBIO Vereinigte BioEnergie AG
WDC.HA,Western Digital Corp
WFC.HA,West Fraser Timber Co.Ltd
WHR.HA,Whirlpool Corp
WILC.HA,Fabege AB
WMB.HA,Williams Companies Inc
WMT.HA,Walmart Inc
WPS.HA,West Pharmaceutical Services Inc
XPH.HA,Amphenol Corp
ZIM.HA,Zimmer Biomet Holdings Inc
AAN.MU,AAG Energy Holdings Ltd
ABEC.MU,Alphabet Inc
ABG.MU,AmerisourceBergen Corp
ABL.MU,Abbott Laboratories
ABR.MU,Barrick Gold Corp
ACCA.MU,Arch Resources Inc
ACR.MU,Accor SA
ACT.MU,AlzChem Group AG
ACV.MU,ACE Aviation Holdings Inc
ADC.MU,AdCapital AG
ADIA.MU,Adecco Group AG
ADM.MU,Archer-Daniels Midland Co
ADP.MU,Automatic Data Processing Inc
ADV.MU,ADVA Optical Networking SE
ADZ.MU,Adolfo Dominguez SA
AED.MU,Grupo Aeroportuario del Sureste SAB de CV
AEO.MU,Atmos Energy Corp
AEP.MU,American Electric Power Co Inc
AES.MU,The AES Corp
AFG.MU,American Eagle Outfitters Inc
AFL.MU,Aflac Inc
AFT.MU,Abercrombie & Fitch Co
AGE.MU,Agfa-Gevaert NV
AGR.MU,AGROB Immobilien AG
AGT.MU,AptarGroup Inc
AGX.MU,Silver X Mining Corp
AHG.MU,Pure Energy Minerals Ltd
AHT.MU,Ashland Inc
AIR.MU,Airbus SE
AIV.MU,Apartment Investment & Management Co
AJXA.MU,AFC Ajax NV
ALB.MU,Allgäuer Brauhaus AG
ALD.MU,Honeywell International Inc
ALE.MU,Alps Alpine Co Ltd
ALG.MU,ALBIS Leasing AG
ALK.MU,Alaska Air Group Inc
ALV.MU,Allianz SE
ALX.MU,Alexanderwerk AG
AMC.MU,Albemarle Corp
AMD.MU,Advanced Micro Devices Inc
AMG.MU,Amgen Inc
AMK.MU,Amkor Technology Inc
AMNA.MU,Ambev SA
AMP.MU,AMP Ltd
ANTI.MU,BRW Vermogensarchitektur II UI
ANW.MU,Immuron Limited
AOD.MU,Anglogold Ashanti Ltd
AOF.MU,ATOSS Software AG
AON.MU,Aozora Bank Ltd
AOR.MU,Solaria Energia y Medio Ambiente SA
AOS.MU,Amdocs Ltd
APM.MU,ad pepper media International NV
APO.MU,CleanGo Innovations Inc
APPH.MU,Apontis Pharma AG
ARC.MU,Aker BP ASA
ARL.MU,Aareal Bank AG
ARW.MU,Arrow Electronics Inc
ASG.MU,Assicurazioni Generali
ASX.MU,PT Astra Agro Lestari Tbk
ATI.MU,Athabasca Oil Corp
ATY.MU,Artemis Resources Ltd
AUB.MU,Lepidico Ltd
AUD.MU,Autodesk Inc
AVD.MU,Avid Technology Inc
AVT.MU,AviChina Industry & Technology Co Ltd
AWR.MU,"Aware, Inc."
BAC.MU,Verizon Communications Inc
BAK.MU,"Bankinter, S.A."
BASA.MU,Basf SE
BBD.MU,Bombardier Inc
BBDC.MU,Bombardier Inc
BBLB.MU,JPMorgan Funds - Emerging Markets Dividend Fund
BBLN.MU,JPMorgan Funds - Emerging Markets Corporate Bond Fund
BBQ.MU,Beter Bed Holding
BBVA.MU,Banco Bilbao Vizcaya Argentaria SA
BBY.MU,Bed Bath & Beyond Inc
BCO.MU,Boeing Co
BCX.MU,Cache Exploration Inc
BDD.MU,Conico Ltd
BDJ.MU,Bendigo and Adelaide Bank Ltd
BENH.MU,BENO Holding AG
BGB.MU,Berchtesgadener Bergbahn AG
BGR.MU,China High Speed Transmission Equipment Group Co Ltd
BGT.MU,Bridgestone Corp
BHM.MU,Bachem Holding AG
BHP.MU,BHP Group Ltd
BIO.MU,Biotest AG
BKF.MU,Black Knight Inc
BKN.MU,Bank of Nova Scotia
BLE.MU,"bluebird bio, Inc."
BME.MU,Beijing Media Corp Ltd
BMI.MU,BP Prudhoe Bay Royalty Trust
BNE.MU,Burcon NutraScience Corp
BNR.MU,Brenntag SE
BOF.MU,BOC Hong Kong Holdings Ltd
BON.MU,Boiron SA
BOSS.MU,Hugo Boss AG
BOX.MU,"Becton, Dickinson and Co"
BRF.MU,IRESS Ltd
BRYN.MU,Berkshire Hathaway Inc
BSL.MU,Basler AG
BSND.MU,Danone SA
BSR.MU,GoldMining Inc
BST.MU,Bastei Luebbe AG
BSX.MU,Boston Scientific Corp
BUI.MU,Burlington Stores Inc
BUR.MU,PT Bumi Resources Minerals Tbk
BUY.MU,Best Buy Co Inc
BWB.MU,Baader Bank AG.
BZH.MU,Active Energy Group PLC
CAL.MU,Camden Property Trust
CAR.MU,Carrefour
CBA.MU,Brilliance China Automotive Holdings Ltd
CBH.MU,Coloplast A/S
CBT.MU,Cabot Corp
CCAP.MU,Corestate Capital Holding SA
CCB.MU,Instant Group AG
CCJ.MU,Cincinnati Financial Corp
CDE.MU,City Developments Ltd
CDS.MU,Cadence Design Systems Inc
CDW.MU,CDW Corp
CEZ.MU,CEZ a.s
CGCP.MU,China Green (Holdings) Ltd
CHH.MU,CK Infrastructure Holdings Ltd
CHK.MU,China Resources Beer (Holdings) Co Ltd
CHX.MU,Ciech SA
CHY.MU,ChemoMetec A/S
CIA.MU,China Eastern Airlines Corp Ltd
CID.MU,Energy Company of Minas Gerais
CIM.MU,China International Capital Corp Ltd
CKX.MU,CryoPort Inc
CLB.MU,Christina Lake Cannabis Corp
CLH.MU,Cardinal Health Inc
CLM.MU,"Clearside Biomedical, Inc."
CLRN.MU,Clariant AG
CLY.MU,Callaway Golf Co
CMA.MU,Mapfre SA
CMC.MU,JPMorgan Chase & Co
CMS.MU,Commercial Metals Co
CNO.MU,China Railway Group Ltd
CNP.MU,Ingredion Inc
CPA.MU,Colgate-Palmolive Co
CPF.MU,CITIC Ltd
CRC.MU,Canadian Natural Resources Ltd
CRO.MU,Open Orphan PLC
CSA.MU,Accenture PLC
CSF.MU,Thales
CSH.MU,Cenit AG
CSJ.MU,CSL Ltd
CSQ.MU,Creditshelf AG
CSR.MU,CSR Ltd
CSV.MU,Corporacion Financiera Alba SA
CSX.MU,Credit Suisse Group AG
CTM.MU,China Mobile Ltd
CTO.MU,Costco Wholesale Corp
CTV.MU,Helix Energy Solutions Group Inc
CTZ.MU,Citizen Watch Co Ltd
CUT.MU,Enova Mining Ltd
CVG.MU,CSPC Pharmaceutical Group Ltd
CVLC.MU,Vale SA
CVS.MU,CVS Health Corp
CVV.MU,China Coal Energy Co Ltd
CWB.MU,Currys PLC
CWC.MU,CEWE Stiftung & Co KGaA
CWT.MU,Curtiss-Wright Corp
CXT.MU,Carmat
CYB.MU,CyberArk Software Ltd
CYD.MU,China Yuchai International Ltd
CYTH.MU,Lumen Technologies Inc
DAG.MU,Dacian Gold Ltd
DAM.MU,Data Modul AG
DAR.MU,Datron AG
DAT.MU,DAVIDsTEA Inc
DBD.MU,Diebold Nixdorf Inc
DBI.MU,Deutsche Biotech Innovativ AG
DBV.MU,DBV Technologies SA
DCO.MU,Deere & Co
DEF.MU,DEFAMA Deutsche Fachmarkt AG
DEN.MU,Dentsu Group Inc
DEX.MU,Delticom AG
DGL.MU,Dynagas LNG Partners LP
DHR.MU,B&G Foods Inc
DIN.MU,Digital China Holdings Ltd
DIP.MU,KDDI Corp
DKG.MU,Deutsche Konsum REIT-AG
DLN.MU,De'Longhi SPA
DLS.MU,Delta Electronics (Thailand) PCL
DLX.MU,Delignit AG
DLY.MU,LyondellBasell Industries NV
DMB.MU,Hargreaves Lansdown PLC
DMRE.MU,DEMIRE Deutsche Mittelstand Real Estate AG
DNO.MU,Denso Corp
DOD.MU,Dominion Energy Inc
DOV.MU,Dover Corp
DPU.MU,Dundee Precious Metals Inc
DRH.MU,Droneshield Ltd
DTC.MU,Defence Therapeutics Inc
DTE.MU,Deutsche Telekom AG
DTEA.MU,Deutsche Telekom AG
DTI.MU,Dottikon ES Holding AG
DXLG.MU,Blackpoint - Blackpoint Evolution Fund
EAC.MU,Eastman Chemical Co
EAD.MU,Erlebnis Akademie AG
EAI.MU,Groupe Bruxelles Lambert SA
EAR.MU,Ebara Corp
ECF.MU,Mountain Alliance AG
EDC.MU,Consolidated Edison Inc
EFC.MU,Etn. Fr. Colruyt NV
EFT.MU,TechTarget Inc
EFX.MU,Equifax Inc
EGO.MU,EastGroup Properties Inc
EIP.MU,Elliptic Laboratories ASA
EIS.MU,Eisen- und Huettenwerke AG
EIX.MU,Edison International
EMB.MU,5N Plus Inc
EML.MU,Emergent Metals Corp
EMR.MU,Emerson Electric Co
ENR.MU,Siemens Energy AG
ENV.MU,ENAV SpA
EOI.MU,Eco (Atlantic) Oil & Gas Ltd
EOT.MU,DISH Network Corp
EQR.MU,Equity Residential
EQS.MU,EQS Group AG
ERO.MU,tmc Content Group AG
ETE.MU,Ekotechnika AG
ETG.MU,EnviTec Biogas AG
ETX.MU,Etablissements Maurel & Prom
EUSA.MU,Kore Mining Ltd
EVI.MU,China Everbright Ltd
EVN.MU,EVN AG
EVT.MU,Evotec SE
EWC.MU,Chaowei Power Holdings Ltd
EWG.MU,Wingstop Inc
EWL.MU,Edwards Lifesciences Corp
EWZ.MU,Ebix Inc
EXC.MU,Exceet Group SA
EXK.MU,Exact Sciences Corp
EXP.MU,Essex Property Trust Inc
FAD.MU,Advaxis Inc
FAS.MU,Fastenal Co
FDM.MU,Fresh Del Monte Produce Inc
FDN.MU,EnerSys
FDV.MU,Star Equity Holdings Inc
FDX.MU,FedEx Corp
FEX.MU,Ferrexpo PLC
FIS.MU,Fisker Inc.
FMF.MU,FormFactor Inc
FMK.MU,Ecograf Ltd
FMNB.MU,Leonardo SpA
FNI.MU,Fosun International Ltd
FPE.MU,Fuchs Petrolub SE
FPH.MU,Francotyp-Postalia Holding AG
FRA.MU,Fraport AG
FRI.MU,Fair Isaac Corp
FSM.MU,Focus Systems Corp
FSV.MU,Colliers International Group Inc
FTGC.MU,First Trust Global Funds Plc - First Trust Dow Jones Internet Ucits Etf
FTI.MU,Filtronic plc
FTK.MU,Flatex AG
FVI.MU,Fair Value REIT-AG
FXB.MU,Delfi Ltd
FXG.MU,Foxtons Group PLC
FXI.MU,Flex Ltd
GAN.MU,Naturgy Energy Group SA
GBF.MU,Bilfinger SE
GDC.MU,Global Digital Creations Holdings Ltd
GDX.MU,General Dynamics Corp
GEF.MU,Sogefi SpA
GEG.MU,The GEO Group Inc
GFF.MU,Griffon Corp
GFIN.MU,Georg Fischer AG
GGG.MU,PT Gudang Garam Tbk
GGN.MU,Ceragon Networks Ltd
GGZ.MU,Golden Goliath Resources Ltd
GHC.MU,Garofalo Health Care SpA
GHG.MU,Global Hemp Group Inc
GIL.MU,DMG Mori Aktiengesellschaft
GIS.MU,Gilead Sciences Inc
GLO.MU,Global Payments Inc
GLV.MU,Glorious Sun Enterprises Ltd
GLW.MU,Corning Inc
GME.MU,Geratherm Medical AG
GMM.MU,Grammer AG
GOV.MU,Insulet Corp
GPT.MU,Genuine Parts Co
GRF.MU,Greiffenberger AG
GRU.MU,Geely Automobile Holdings Ltd
GSG.MU,Shengli Oil & Gas Pipe Holdings Ltd
GSM.MU,Grupo Simec SAB de CV
GSR.MU,Gossan Resources Ltd
GTN.MU,Getinge AB
GTR.MU,Goodyear Tire & Rubber Co
GTX.MU,Gentex Corp
GTY.MU,Gateway Real Estate AG
GUG.MU,Guangdong Investment Ltd
GWW.MU,W.W. Grainger Inc
GXG.MU,Nanoco Group plc
GYC.MU,Grand City Properties SA
HAL.MU,Halliburton Co
HAS.MU,Hasbro Inc
HBI.MU,Harvard Bioscience Inc
HCG.MU,Hong Kong and China Gas Co Ltd
HCM.MU,Hitachi Construction Machinery Co Ltd
HDB.MU,Azimut Holding SPA
HEI.MU,HeidelbergCement AG
HEMP.MU,Deutsche Cannabis AG
HIE.MU,Hilton Grand Vacations Inc
HIGH.MU,Cantourage Group SE
HLI.MU,Nicola Mining Inc
HMC.MU,Harmonic Inc
HOG.MU,House of Control Group AS
HRB.MU,H&R Block Inc
HRT.MU,Sherritt International Corp
HSY.MU,The Hershey Co
HTD.MU,Corcept Therapeutics Inc
HUM.MU,Humana Inc
HUT.MU,Hurricane Energy PLC
HXL.MU,Hexcel Corp
HYB.MU,Hoya Corp
HYI.MU,Hyrican Informationssysteme AG
IBCC.MU,Ishares PLC - Ishares Treasury Bond 0-1 year UCITS ETF
IBM.MU,International Business Machines Corp
IDA.MU,Indra Sistemas SA
IEI.MU,Insight Enterprises Inc
IFF.MU,International Flavors & Fragrances Inc
IFS.MU,infas Holding Aktiengesellschaft
IHF.MU,Safestore Holdings PLC
IHS.MU,Jervois Global Ltd
IMV.MU,Immersion Corp
INFA.MU,SciDev Ltd
INO.MU,Inseego Corp
INP.MU,International Paper Co
INR.MU,International Consolidated Airlines Group SA
INTA.MU,Intracom Holdings SA
IPG.MU,The Interpublic Group of Companies Inc
IQQC.MU,iShares China Large Cap ETF USD Dist
ISEE.MU,iShares Asia Trust - iShares Core CSI 300 Index ETF
ITB.MU,Imperial Brands PLC
ITP.MU,PT Indocement Tunggal Prakarsa Tbk
IVV.MU,Power Nickel Inc
JAN.MU,Japan Asia Investment Co Ltd
JBL.MU,Jabil Inc
JBT.MU,John Bean Technologies Corp
JEM.MU,Jeronimo Martins SGPS SA
JMM.MU,J M AB
JNJ.MU,Johnson & Johnson
JNP.MU,Juniper Networks Inc
JOE.MU,The St. Joe Co
JPX.MU,AeroVironment Inc
KBH.MU,KB Home
KEY.MU,KeyCorp
KIO.MU,Fitzroy River Corp Ltd
KMB.MU,"SK Telecom Co., Ltd."
KOP.MU,Korea Electric Power Corp
KRC.MU,Kilroy Realty Corp
KTF.MU,Mondelez International Inc
KTN.MU,Kontron AG
KYO.MU,Kyoritsu Electric Corporation
LAB.MU,Laboratory Corp of America Holdings
LCM.MU,Costamare Inc
LCR.MU,Las Vegas Sands Corp
LEG.MU,LEG Immobilien SE
LEN.MU,Lenzing AG
LEO.MU,Leoni AG
LGO.MU,Leocor Gold Inc
LIN.MU,Linde PLC
LIV.MU,Autoliv Inc
LKM.MU,Landshuter Kunstmuehle AG
LLY.MU,Eli Lilly and Co
LNN.MU,Lennar Corp
LTEC.MU,Logitech International SA
LYG.MU,IG Design Group PLC
LYV.MU,Orron Energy AB
MARA.MU,Marubeni Corp
MAS.MU,Melco Resorts and Entertainment Ltd
MAV.MU,Metadvertise
MBB.MU,MBB SE
MBC.MU,MyBucks SA
MBG.MU,Mercedes-Benz Group AG
MBI.MU,Mitsubishi Corp
MCHA.MU,Michelin
MCK.MU,McKesson Corp
MCX.MU,McCormick & Co Inc
MCY.MU,Mercury Systems Inc
MDD.MU,Arnoldo Mondadori Editore SpA
MED.MU,MediClin AG
MGA.MU,Magna International Inc
MGC.MU,MGIC Investment Corp
MGK.MU,Magic Software Enterprises Ltd
MHK.MU,MAG Interactive AB (publ)
MKL.MU,Atea ASA
MLI.MU,Mesa Laboratories Inc
MLN.MU,Mineral Hill Industries Ltd
MLP.MU,MLP SE
MMM.MU,3M Co
MMT.MU,Metropole Television SA
MOB.MU,Monster Beverage Corp
MOH.MU,LVMH Moet Hennessy Louis Vuitton SE
MOR.MU,MorphoSys AG
MOS.MU,Orange Belgium SA
MOV.MU,Moncler SpA
MPLN.MU,Tellurian Inc
MPV.MU,Medibank Private Ltd
MPW.MU,ManpowerGroup Inc
MRK.MU,Merck KGaA
MSI.MU,Mitsui Chemicals Inc
MSN.MU,Marsh & McLennan Companies Inc
MTA.MU,Wartsila Corp
MTK.MU,Midland Holdings Ltd
MTR.MU,Mothercare PLC
MTW.MU,Matsui Securities Co Ltd
MTX.MU,MTU Aero Engines AG
MTZ.MU,M&T Bank Corp
MUB.MU,Muehlbauer Holding AG
MUR.MU,Murata Manufacturing Co Ltd
